sample,TOT_DEP,CITY,COUNTY,STATE,OPEN_DT,ZIP5,DEP_YR3,unique_id,INSTITUTION_SIZE,P002001,P002002,P002003,P002004,P002005,P015001,P016001,P017001,P018001,P018002,P018005,P027001,P027002,P027024,P031001,P032001,P033001,H001001,H003001,H003002,H003003,H004001,H004002,H004003,P030001,P030002,P030003,P030004,P030005,P030006,P030007,P030008,P030009,P030010,P030011,P030012,P030013,P030014,P030015,P030016,P032002,P032003,P032004,P032005,P032006,P032007,P032008,P032009,P032010,P032011,P032012,P032013,P035001,P035002,P035003,P035004,P035005,P035006,P035007,P035008,P035009,P035010,P052001,P052002,P052003,P052004,P052005,P052006,P052007,P052008,P052009,P052010,P052011,P052012,P052013,P052014,P052015,P052016,P052017,P053001,P060001,P060002,P060003,P061001,P061002,P061003,P076001,P076002,P076003,P076004,P076005,P076006,P076007,P076008,P076009,P076010,P076011,P076012,P076013,P076014,P076015,P076016,P076017,P077001,P082001,H034001,H034002,H034003,H034004,H034005,H034006,H034007,H034008,H034009,H034010,H040001,H040002,H040003,H040004,H040005,H040006,H040007,H040008,H040009,H040010,H047001,H047002,H047003,H050001,H050002,H050003,H084001,H084002,H084003,H084004,H084005,H084006,H084007,H084008,H084009,H084010,H084011,H084012,H084013,H084014,H084015,H084016,H084017,H084018,H084019,H084020,H084021,H084022,H084023,H084024,H084025,NUM_BANK,NUM_BR,Longitude,Latitude,Column 172
Build,817838,Lynchburg,Lynchburg City,Virginia,12/10/2007,24502,21982,10000481,SMALL,32656,31301,31301,,,12505,29399,2.35,12505,3428,9077,32656,29399,3257,8331,23833,2.86,13077,13077,12505,572,12505,8609,3896,15906,14787,13165,1622,93,74,0,0,0,,19,33,10,547,57,379,13926,53,13873,959,22,937,174,10,164,468,8,460,15906,14787,13165,1622,1383,109,92,38,0,1119,12417,975,753,967,838,973,1053,917,838,752,1143,1409,1143,457,85,70,44,38504,12417,1009,11408,12417,4708,7709,8431,373,278,461,466,591,699,684,578,605,951,1157,1031,399,75,39,44,45599,17694,13002,255,651,515,2127,3158,2714,2046,921,615,12439,2103,202,8032,1909,6,140,0,32,15,13002,12979,23,13002,12964,38,8507,104,42,24,23,35,48,22,214,378,515,939,1162,1214,2070,991,366,119,146,49,36,7,3,0,0,9,18,-79.21525,37.362109,0.4751134948
Build,990702,Harrisonburg,Rockingham,Virginia,04/03/2006,22801,9598,10000188,SMALL,33743,31502,31502,,,10075,27241,2.7,10075,2372,7703,33743,27241,6502,5310,16338,3.08,10536,10536,10075,461,10075,4912,5163,14530,11821,10666,1155,456,379,0,9,0,,68,22,121,1292,235,583,12380,400,11980,1021,24,997,150,23,127,396,9,387,14530,11821,10666,1155,922,156,63,6,8,2709,10086,1355,996,698,852,645,564,561,472,368,843,893,901,393,240,164,141,34290,10086,1017,9069,10086,4232,5854,5386,356,260,161,357,281,215,322,231,228,605,737,824,331,215,139,124,54187,15197,10551,484,1703,1290,1681,2134,1280,793,330,856,10077,2162,580,5566,1522,17,181,0,42,7,10551,10464,87,10551,10516,35,4944,141,62,52,43,19,28,16,56,56,47,109,249,276,740,893,694,336,531,305,182,70,12,3,24,11,27,-78.88153,38.426786,0.4764951696
Build,291101,Forestville,Prince George,Maryland,06/05/2006,20747,214870,10000181,LARGE,39920,39920,39920,,,15142,39778,2.63,15142,4047,11095,39920,39778,142,10298,32654,3.17,16095,16095,15142,953,15142,7876,7266,18879,15221,11483,3738,3098,1046,13,1959,19,,61,0,0,286,96,178,6598,264,6334,4866,612,4254,3431,845,2586,3806,1377,2429,18879,15221,11483,3738,2677,716,212,92,41,3658,15183,879,437,641,854,1034,1279,931,981,921,1667,2009,2355,689,236,201,69,47663,15183,699,14484,15183,2454,12729,10425,537,245,349,561,667,737,546,599,575,1225,1430,1913,633,211,173,24,52981,20680,16144,185,834,1069,1840,3071,4989,2826,893,437,15202,8672,145,5575,725,0,0,5,13,67,16144,16062,82,16144,16114,30,7911,7,6,0,22,19,7,6,61,119,152,137,172,403,2353,3179,917,232,64,35,13,0,0,0,7,8,9,-76.88621,38.855479,0.4807319699
Build,1072473,Glen Burnie,Anne Arundel,Maryland,06/29/2006,21061,8138,10000140,SMALL,50011,50011,50011,,,19827,49772,2.51,19827,5278,14549,50011,49772,239,12973,39452,3.04,20655,20655,19827,828,19827,10895,8932,26211,24529,21089,3440,574,192,32,57,219,,74,7,49,412,184,456,17605,136,17469,4918,226,4692,1817,23,1794,1415,189,1226,26211,24529,21089,3440,2851,294,121,76,98,1682,19901,1163,823,1012,1301,1381,1280,1407,1396,1111,2351,2462,2532,1019,418,132,113,45646,19901,1574,18327,19901,6486,13415,13163,474,329,541,618,738,799,811,951,902,1700,1903,2058,760,362,122,95,51823,20953,20656,142,638,1064,3773,4906,4550,3572,1355,656,19839,12282,292,5774,1392,0,25,0,24,50,20656,20567,89,20656,20599,57,10884,8,0,18,18,8,0,0,53,7,149,254,447,869,3383,3529,1281,424,327,57,20,23,0,0,9,16,22,-76.6306,39.164158,0.4832109595
Build,911277,Richmond,Chesterfield,Virginia,03/06/2006,23235,16582,10000109,SMALL,29613,29613,29613,,,11937,28985,2.43,11937,3009,8928,29613,28985,628,8342,24343,2.92,12312,12312,11937,375,11937,9891,2046,15023,14309,13124,1185,61,44,0,0,0,,17,0,0,84,79,490,10231,22,10209,3196,39,3157,484,0,484,622,0,622,15023,14309,13124,1185,995,124,27,29,10,714,11903,331,368,405,377,643,830,545,829,554,1386,1731,2032,969,323,307,273,56989,11903,1463,10440,11903,6166,5737,8389,108,77,171,180,319,453,295,552,415,1054,1448,1681,845,304,275,212,65762,27897,12271,89,316,805,2520,3449,2893,1622,332,245,11890,2651,144,5543,3401,7,95,22,27,0,12271,12246,25,12271,12131,140,9854,103,37,35,5,6,11,9,7,149,306,226,568,1036,2538,2227,1202,568,441,177,148,5,18,16,16,13,26,-77.56565,37.522514,0.4871549523
Build,2064476,Bethesda,Montgomery,Maryland,09/06/2005,20814,126536,10000002,SMALL,25269,25269,25269,,,12124,24461,2.02,12124,5143,6981,25269,24461,808,5827,16326,2.8,12567,12567,12124,443,12124,6827,5297,14910,9364,8085,1279,3084,291,7,2733,38,,15,12,169,1370,65,846,7138,474,6664,4122,1461,2661,2139,945,1194,665,204,461,14910,9364,8085,1279,1112,102,31,32,2,5546,12085,462,319,312,309,319,484,394,501,336,1011,1405,1714,1343,859,967,1350,77568,12085,1760,10325,12085,7744,4341,5903,133,16,86,74,96,141,105,112,80,373,544,958,812,554,707,1112,105943,51575,12550,129,818,661,1137,1837,2619,2795,1472,1082,12097,8253,72,2864,823,9,0,0,36,40,12550,12497,53,12550,12469,81,6813,0,0,0,10,5,31,14,0,10,61,93,168,196,465,291,281,252,615,1224,1567,599,633,165,133,18,25,-77.10185,38.999759,0.4877494178
Build,627024,Frederick,Frederick,Maryland,01/22/2007,21702,13322,10000260,SMALL,30730,27821,27821,,,11632,30087,2.59,11632,2809,8823,30730,30087,643,8009,24758,3.09,12179,12179,11632,547,11632,7594,4038,16249,14779,12133,2646,259,115,8,59,34,,43,7,19,480,147,558,9877,48,9829,1780,19,1761,1593,71,1522,2441,121,2320,16249,14779,12133,2646,1955,208,222,126,135,1470,11537,554,290,625,535,493,767,611,684,577,1176,1521,1758,949,460,269,268,55572,11537,1075,10462,11537,4510,7027,8038,220,89,240,318,281,456,388,477,421,761,1244,1501,733,433,239,237,64320,25298,12102,513,1171,1632,3113,2988,1185,663,427,410,11569,3533,228,6105,1566,0,115,0,16,6,12102,12074,28,12102,12056,46,7533,10,0,9,0,0,0,17,0,80,76,125,286,487,1050,1612,813,649,1247,575,301,99,78,0,19,9,14,-77.442,39.451934,0.4887303084
Build,846429,Warrenton,Fauquier,Virginia,09/10/2007,20186,12757,10000409,SMALL,11138,6549,0,,,4300,10716,2.49,4300,1182,3118,11138,10716,422,2856,8708,3.05,4555,4555,4300,255,4300,2852,1448,5308,4736,4211,525,38,9,0,6,7,,16,0,0,282,21,231,2677,25,2652,845,0,845,573,0,573,982,13,969,5308,4736,4211,525,342,105,14,29,35,572,4189,218,170,242,148,223,195,141,175,186,428,604,636,400,185,142,96,59235,4189,601,3588,4189,1857,2332,2709,72,110,98,65,98,66,66,59,142,318,461,503,300,156,121,74,66924,27776,4469,138,479,377,963,621,341,520,184,846,4193,1604,442,1556,458,8,88,0,27,10,4469,4423,46,4469,4416,53,2842,0,0,8,0,0,0,0,0,17,69,60,113,184,340,280,394,218,391,259,209,143,74,43,40,11,13,-77.8145,38.707135,0.4887431543
Build,0,Callaway,St. Mary's,Maryland,08/08/2005,20620,7435,10000170,SMALL,1738,0,0,,,629,1737,2.76,629,122,507,1738,1737,1,465,1477,3.18,682,682,629,53,629,466,163,779,750,714,36,0,0,0,0,0,,0,11,0,0,0,18,604,0,604,121,0,121,25,0,25,11,0,11,779,750,714,36,32,4,0,0,0,29,628,54,19,8,27,25,79,33,15,27,48,105,76,71,34,7,0,55294,628,68,560,628,307,321,422,13,8,8,7,39,44,16,0,14,20,76,65,71,34,7,0,64868,25610,627,34,168,91,148,77,25,30,32,22,613,30,100,227,212,0,44,0,0,0,627,616,11,627,616,11,455,8,0,0,0,0,11,0,0,0,0,0,12,20,83,48,69,51,109,20,8,0,8,0,8,0,0,-76.51759,38.226406,0.4895094552
Build,346770,Centreville,Fairfax,Virginia,10/01/2006,20121,139092,10000386,LARGE,26043,26043,26043,,,9579,26043,2.72,9579,2098,7481,26043,26043,0,6400,20881,3.26,9730,9730,9579,151,9579,6056,3523,15184,14075,12313,1762,520,91,0,360,24,,36,18,8,176,57,330,6147,37,6110,4205,50,4155,2382,21,2361,2120,412,1708,15184,14075,12313,1762,1362,222,111,31,36,1109,9564,181,90,129,178,246,363,543,528,357,1111,1686,1977,1056,496,460,163,69879,9564,1063,8501,9564,3795,5769,6421,131,66,81,99,98,199,328,279,251,601,1048,1397,829,440,420,154,75651,28688,9732,187,1864,3284,3345,847,88,58,13,46,9572,4725,33,4759,55,0,0,0,0,0,9732,9697,35,9732,9720,12,6001,0,26,19,9,8,10,11,9,34,81,148,70,208,702,1306,1133,722,449,430,570,37,5,14,0,7,8,-77.43964,38.82571,0.4897465655
Build,86600,Marshall,Fauquier,Virginia,02/26/2007,20115,19823,10000302,SMALL,5546,0,0,,,2086,5481,2.63,2086,403,1683,5546,5481,65,1575,4752,3.02,2282,2282,2086,196,2086,1605,481,2973,2601,2275,326,8,0,0,0,8,,0,10,0,140,28,186,1196,0,1196,470,0,470,366,0,366,755,8,747,2973,2601,2275,326,277,27,14,0,8,372,2145,151,50,76,51,103,138,73,121,76,149,286,293,237,81,125,135,64453,2145,461,1684,2145,978,1167,1603,10,6,26,44,82,126,33,80,56,112,256,259,212,81,105,115,73634,37209,2323,107,165,171,629,396,169,127,64,495,2141,21,474,955,480,0,189,0,9,13,2323,2247,76,2323,2252,71,1622,0,0,0,0,15,0,0,0,12,36,76,43,84,117,216,90,82,289,121,185,98,47,36,75,2,2,-77.88174,38.855848,0.4957871989
Build,271671,Annapolis,Anne Arundel,Maryland,05/01/2007,21403,24453,10000326,SMALL,29607,29607,29607,,,12773,29144,2.28,12773,3906,8867,29607,29144,463,7595,21642,2.85,13674,13674,12773,901,12773,7829,4944,16518,13933,12376,1557,979,684,8,65,32,,190,12,65,543,97,889,9123,451,8672,2784,200,2584,1626,40,1586,2096,288,1808,16518,13933,12376,1557,1185,200,108,42,22,2585,12736,704,330,483,631,588,487,563,628,641,1114,1602,1868,1184,715,544,654,61374,12736,1892,10844,12736,5960,6776,7665,262,115,310,300,301,280,307,386,322,599,971,1149,852,600,420,491,69186,33466,13664,187,682,1125,3112,2930,2371,1463,661,1133,12769,4266,238,5915,2184,7,46,37,26,50,13664,13629,35,13664,13645,19,7851,8,7,0,8,0,8,0,16,27,81,139,204,328,761,998,864,777,1069,822,779,347,335,169,104,7,9,-76.48358,38.946462,0.497687411
Build,577524,Roanoke,Roanoke City,Virginia,11/14/2005,24011,78678,10000021,SMALL,75,75,75,,,18,21,1.17,18,15,3,75,21,54,2,4,2,26,26,18,8,18,2,16,11,5,5,0,0,0,0,0,0,,0,0,0,6,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-79.94155,37.270637,0.4983678139
Build,872435,Virginia Bea,Virginia Beach,Virginia,03/27/2006,23451,34444,10000115,LARGE,41499,41499,41499,,,19220,40756,2.12,19220,6802,12418,41499,40756,743,9992,27793,2.78,21824,21824,19220,2604,19220,9819,9401,23088,20820,18821,1999,297,276,0,0,0,,21,4,234,658,258,817,15513,112,15401,4936,44,4892,899,11,888,923,130,793,23088,20820,18821,1999,1682,206,85,19,7,2268,19241,1299,869,944,1247,1379,1325,1280,1275,829,1612,1992,1864,1203,582,566,975,45014,19241,2500,16741,19241,8268,10973,10184,386,371,401,570,663,495,630,565,357,886,1118,1318,854,437,403,730,57371,32205,21828,320,1163,2025,5366,5339,2658,2919,1127,911,19217,5078,294,11513,2204,0,38,26,17,47,21828,21767,61,21828,21785,43,9784,152,43,46,16,32,0,13,102,150,280,317,366,260,799,951,851,843,1314,740,1121,692,387,189,120,9,14,-76.00098,36.864788,0.4998718621
Build,144698,Tazewell,Tazewell,Virginia,06/13/2005,24651,4263,10000059,SMALL,6040,3078,0,,,2341,5554,2.37,2341,627,1714,6040,5554,486,1664,4756,2.86,2628,2628,2341,287,2341,1670,671,2193,2091,1801,290,4,0,0,0,0,,4,0,0,39,6,53,1416,4,1412,317,0,317,193,0,193,214,0,214,2193,2091,1801,290,209,60,21,0,0,102,2210,364,181,153,211,167,190,103,137,120,164,197,137,32,46,8,0,30614,2210,233,1977,2210,632,1578,1581,93,108,90,161,116,183,88,142,96,152,162,123,21,46,0,0,36543,15298,2551,57,142,255,446,486,245,273,198,449,2260,12,225,1451,333,107,126,0,0,6,2551,2509,42,2551,2520,31,1642,72,46,26,40,34,43,56,155,225,159,139,152,91,110,109,69,29,31,32,0,11,6,7,0,4,6,-81.50326,37.113004,0.5003976482
Build,51155,Middleburg,Loudoun,Virginia,09/10/2007,20117,157506,10000411,SMALL,2679,0,0,,,1194,2658,2.23,1194,383,811,2679,2658,21,736,2065,2.81,1340,1340,1194,146,1194,642,552,1354,1006,892,114,7,0,0,7,0,,0,0,0,137,22,182,611,0,611,307,7,300,130,0,130,124,0,124,1354,1006,892,114,96,16,2,0,0,348,1145,132,34,45,39,66,38,66,27,73,78,109,108,100,55,59,116,57548,1145,261,884,1145,527,618,703,46,9,26,15,15,25,39,10,22,52,82,85,91,48,51,87,78999,41222,1363,32,44,102,174,169,125,164,82,471,1193,47,179,485,441,0,33,0,6,2,1363,1336,27,1363,1333,30,682,0,0,0,0,0,0,14,0,2,14,0,0,2,34,26,57,26,62,56,40,101,90,50,108,3,3,-77.74903,38.983902,0.5006217817
Build,36144,Pound,Wise,Virginia,03/30/2006,24279,9857,10000183,SMALL,4730,0,0,,,1881,4730,2.51,1881,397,1484,4730,4730,0,1439,4193,2.91,2161,2161,1881,280,1881,1507,374,1720,1637,1377,260,0,0,0,0,0,,0,0,0,25,9,49,908,0,908,442,0,442,165,0,165,156,0,156,1720,1637,1377,260,210,27,17,6,0,83,1883,305,180,191,173,169,184,107,107,95,134,137,77,7,0,2,15,27336,1883,164,1719,1883,404,1479,1466,142,110,155,130,142,161,87,94,95,120,134,72,7,0,2,15,31709,13073,2149,25,192,219,337,574,213,211,212,166,1866,5,37,1379,294,69,80,0,0,2,2149,2062,87,2149,2068,81,1476,147,69,71,71,96,60,81,158,142,120,74,146,57,93,34,23,11,8,0,3,0,0,0,12,3,3,-82.59626,37.10297,0.5038419587
Build,1110078,Mclean,Fairfax,Virginia,12/08/2007,22101,26935,10000470,SMALL,28433,28030,28030,,,10552,28350,2.69,10552,2043,8509,28433,28350,83,8087,24693,3.05,10844,10844,10552,292,10552,8906,1646,13905,11817,10455,1362,635,49,0,535,20,,31,9,14,167,47,1216,7084,15,7069,4041,199,3842,1019,272,747,545,149,396,13905,11817,10455,1362,1107,129,115,7,4,2088,10513,174,154,142,185,155,174,210,145,218,354,710,1335,1295,1067,1598,2597,125105,10513,2134,8379,10513,8000,2513,8190,45,34,53,78,88,55,91,62,114,229,494,1029,1039,971,1502,2306,141501,65031,10892,78,374,375,1588,2184,2813,2745,430,305,10586,7899,109,1788,790,0,0,0,0,0,10892,10892,0,10892,10885,7,8965,0,0,0,0,0,13,11,3,0,12,14,19,12,38,108,113,117,569,1307,2324,1209,1920,748,428,13,16,-77.1677,38.93276,0.5049235702
Build,608441,Elkton,Cecil,Maryland,06/18/2007,21921,8410,10000306,LARGE,38231,23072,22008,,,13788,37587,2.73,13788,2765,11023,38231,37587,644,10175,32011,3.15,14683,14683,13788,895,13788,9747,4041,18954,17794,15839,1955,107,52,0,8,47,,0,21,21,262,226,523,12055,12,12043,3740,15,3725,1352,21,1331,1284,59,1225,18954,17794,15839,1955,1610,229,68,35,13,1160,13815,747,575,699,622,822,817,829,739,791,1534,1927,1918,901,394,351,149,51362,13815,1387,12428,13815,4566,9249,10284,356,310,305,388,576,575,583,537,595,1135,1674,1655,810,365,314,106,57966,21529,14684,637,1674,1804,2624,2484,1488,1618,996,1359,13822,3404,2109,3871,3997,7,285,0,103,46,14684,14597,87,14684,14589,95,9787,185,128,44,47,48,53,49,89,157,135,312,603,705,1876,1874,1205,674,798,396,213,58,85,25,28,7,12,-75.84294,39.626736,0.5088804853
Build,1205070,Washington,District Of Columbia,District Of Colum,01/31/2005,20005,36367,10000064,SMALL,10610,10610,10610,,,6266,10455,1.67,6266,4055,2211,10610,10455,155,1314,3939,3,6850,6850,6266,584,6266,1157,5109,6419,1340,1010,330,2126,682,86,1236,20,,102,0,217,2304,127,305,3897,815,3082,1407,823,584,487,289,198,323,199,124,6419,1340,1010,330,267,25,8,21,9,5079,6265,1228,399,399,439,515,469,372,291,215,483,474,512,191,124,70,84,31352,6265,456,5809,6265,1624,4641,1384,164,105,86,109,155,106,83,39,70,115,83,130,50,29,29,31,32281,26145,6882,54,153,29,567,832,1838,1008,746,1655,6268,2928,94,2587,493,0,0,10,37,119,6882,6824,58,6882,6789,93,1116,0,13,0,0,8,27,34,46,75,45,32,51,33,89,83,123,81,113,67,79,38,57,14,8,10,18,-77.03088,38.904461,0.5094261514
Build,193016,Dunkirk,Calvert,Maryland,01/25/2006,20754,35067,10000105,LARGE,6525,2646,0,,,2142,6519,3.04,2142,206,1936,6525,6519,6,1884,6102,3.24,2175,2175,2142,33,2142,2058,84,3411,3181,2816,365,76,72,0,0,0,,4,0,0,13,19,122,1031,4,1027,853,0,853,713,8,705,692,64,628,3411,3181,2816,365,233,91,13,0,28,230,2121,35,47,42,25,60,64,28,80,89,124,215,487,442,174,180,29,87925,2121,319,1802,2121,1144,977,1858,30,22,21,0,55,68,28,33,69,136,186,440,409,169,168,24,91141,28862,2164,73,206,271,670,719,80,45,24,76,2138,0,105,1203,781,0,40,0,0,9,2164,2158,6,2164,2149,15,2070,31,25,18,0,0,0,7,5,17,5,22,24,0,39,106,245,243,541,349,257,66,58,12,0,7,7,-76.65117,38.746123,0.5098948199
Build,435851,Germantown,Montgomery,Maryland,09/15/2007,20874,10977,10000447,LARGE,49224,46887,46887,,,18646,49204,2.64,18646,4334,14312,49224,49204,20,12744,40395,3.17,19187,19187,18646,541,18646,12905,5741,28728,25438,21896,3542,1833,644,13,812,347,,17,19,17,329,174,918,12988,155,12833,6168,163,6005,3797,262,3535,4857,1253,3604,28728,25438,21896,3542,2811,612,87,32,0,3290,18689,357,387,337,702,741,874,1008,792,913,2213,3022,3076,1940,1080,764,483,65104,18689,1958,16731,18689,7351,11338,12866,193,233,216,431,452,409,639,500,585,1402,1833,2389,1574,877,708,425,71453,29387,19207,675,2816,3157,9162,2799,333,46,79,140,18672,6359,88,11511,658,0,19,0,13,24,19207,19169,38,19207,19168,39,12943,0,23,19,0,14,17,0,36,73,255,393,732,879,2601,2294,1428,1228,836,962,586,201,295,63,8,10,12,-77.27564,39.169859,0.5102157868
Build,293560,Washington,District Of Columbia,District Of Colum,05/08/2006,20001,7577,10000191,LARGE,33550,33550,33550,,,11981,28490,2.38,11981,4883,7098,33550,28490,5060,5845,19119,3.27,14079,14079,11981,2098,11981,3559,8422,12546,4984,3525,1459,4805,2260,7,2389,31,,118,17,151,2146,133,310,6715,1540,5175,3418,1955,1463,1127,681,446,976,629,347,12546,4984,3525,1459,1049,243,99,43,25,7562,12088,3096,1076,985,873,741,607,648,589,396,817,714,759,370,136,178,103,25095,12088,882,11206,12088,1731,10357,6084,1038,482,620,580,386,359,302,328,267,442,401,449,217,68,89,56,29059,14631,14017,51,193,294,1023,1909,1588,1422,1491,6046,11974,7739,136,3215,636,0,0,0,86,162,14017,13647,370,14017,13672,345,3555,16,25,0,6,8,0,8,0,29,69,146,191,274,745,592,431,311,295,156,159,37,25,15,17,9,12,-77.01732,38.907711,0.5132504522
Build,581278,Severna Park,Anne Arundel,Maryland,06/12/2007,21146,10847,10000301,SMALL,24895,24895,24895,,,8691,24470,2.82,8691,1271,7420,24895,24470,425,7113,22251,3.13,8903,8903,8691,212,8691,7888,803,12799,11759,10840,919,160,46,0,7,100,,7,0,8,91,134,647,6727,7,6720,2927,0,2927,1188,15,1173,1310,138,1172,12799,11759,10840,919,727,158,13,0,21,1040,8677,98,193,197,190,185,239,302,264,272,640,1028,1625,1485,647,715,597,85530,8677,1209,7468,8677,5701,2976,7100,45,54,94,130,90,148,197,225,213,500,873,1448,1309,626,630,518,91495,35056,8963,75,539,416,1861,2016,1942,1259,340,515,8755,4272,52,2718,1655,0,42,0,16,0,8963,8945,18,8963,8945,18,7945,0,0,0,0,8,8,0,19,0,17,30,0,54,229,734,1107,1232,1457,1192,883,430,306,147,92,12,15,-76.55784,39.079059,0.5190802752
Build,701747,Staunton,Staunton City,Virginia,03/01/2006,24401,547,10000155,SMALL,33930,25383,0,,,13735,31214,2.27,13735,4292,9443,33930,31214,2716,8719,24701,2.83,14701,14701,13735,966,13735,9103,4632,16116,14885,12983,1902,29,22,0,0,0,,7,22,47,526,96,511,12451,13,12438,2095,11,2084,522,0,522,537,5,532,16116,14885,12983,1902,1516,219,102,65,0,1231,13702,1458,952,1021,1243,1018,904,850,696,740,1409,1492,936,380,251,202,150,36486,13702,1463,12239,13702,5193,8509,8798,368,382,450,671,598,569,672,519,483,1210,1240,805,318,210,184,119,46687,19437,14647,176,672,827,1539,2070,2356,2434,1383,3190,13698,7407,1005,3109,1414,0,662,25,62,14,14647,14500,147,14647,14512,135,9057,50,22,64,91,52,94,115,250,471,925,922,976,890,1383,839,579,359,415,263,181,46,44,8,18,9,15,-79.07625,38.146216,0.5254074717
Build,260398,Grafton,York,Virginia,03/06/2006,23692,22576,10000168,SMALL,16661,15661,15661,,,6414,16532,2.58,6414,1225,5189,16661,16532,129,4935,14565,2.95,6610,6610,6414,196,6414,5424,990,8943,8651,7910,741,15,6,0,9,0,,0,0,11,43,43,180,5857,6,5851,2101,9,2092,522,0,522,283,0,283,8943,8651,7910,741,631,60,40,10,0,292,6396,97,107,279,264,355,347,309,354,392,596,797,1187,715,230,242,125,62379,6396,815,5581,6396,3857,2539,4973,30,22,164,100,240,229,191,203,330,500,699,1044,657,225,221,118,68759,27260,6589,123,535,1088,1744,1345,1056,410,154,134,6398,3048,167,2191,887,0,105,0,0,0,6589,6577,12,6589,6585,4,5384,107,14,7,0,0,7,9,16,16,89,219,209,270,851,1051,725,642,522,259,288,39,30,14,0,6,6,-76.46751,37.178417,0.5267956827
Build,152261,Winchester,Frederick,Virginia,06/19/2006,22603,13438,10000129,SMALL,11412,4050,4050,,,4423,10936,2.47,4423,1000,3423,11412,10936,476,3179,9154,2.88,4714,4714,4423,291,4423,3545,878,5637,5425,4785,640,14,6,0,0,0,,8,0,0,59,23,116,3877,8,3869,720,0,720,364,0,364,560,6,554,5637,5425,4785,640,552,67,5,16,0,212,4429,233,250,210,249,385,383,255,289,262,551,490,497,123,104,79,69,44141,4429,699,3730,4429,1581,2848,3182,79,91,145,133,274,235,184,216,181,454,449,438,91,69,74,69,51104,21224,4716,305,531,567,1099,678,555,315,219,447,4435,584,570,1601,1047,22,601,0,5,5,4716,4638,78,4716,4655,61,3552,101,98,39,39,54,26,105,86,91,147,292,234,286,547,371,341,186,195,86,137,39,29,7,16,3,7,-78.19396,39.267257,0.5325687798
Build,1372048,Potomac,Montgomery,Maryland,08/14/2006,20854,34138,10000213,LARGE,46255,45365,45365,,,15087,45421,3.01,15087,1368,13719,46255,45421,834,13410,42408,3.16,15351,15351,15087,264,15087,14061,1026,22573,18864,17229,1635,1235,89,0,1111,20,,15,0,15,266,82,2111,9998,64,9934,5362,103,5259,3070,491,2579,2032,577,1455,22573,18864,17229,1635,1334,202,53,13,33,3709,15126,206,139,153,134,75,215,194,192,210,525,981,1639,1745,1760,2453,4505,140222,15126,3641,11485,15126,11400,3726,13537,155,116,87,94,62,128,120,120,188,382,794,1384,1662,1634,2287,4324,147113,64104,15342,319,815,730,3491,5189,4024,471,157,146,15078,10650,91,2562,1762,6,7,0,0,0,15342,15310,32,15342,15302,40,14102,0,0,19,14,7,21,0,19,7,29,0,25,30,33,110,137,134,714,1162,3441,2510,3168,1374,1148,12,15,-77.19995,39.035028,0.535493385
Build,783550,Glen Allen,Henrico,Virginia,05/21/2007,23060,3980,10000276,SMALL,26899,26668,26668,,,10518,26689,2.54,10518,2609,7909,26899,26689,210,7339,22567,3.07,10881,10881,10518,363,10518,8505,2013,15446,14851,13898,953,90,83,0,0,0,,7,0,8,63,49,385,12089,46,12043,2242,44,2198,338,0,338,392,0,392,15446,14851,13898,953,835,118,0,0,0,595,10500,397,209,314,400,547,639,500,467,549,1122,1725,1845,977,418,217,174,60564,10500,1259,9241,10500,4423,6077,7306,131,82,145,232,263,257,267,277,375,815,1378,1565,856,340,191,132,68439,26856,10887,565,1690,2346,4196,1002,313,391,191,193,10510,2580,129,7080,629,0,69,0,16,7,10887,10847,40,10887,10853,34,8495,7,0,5,0,6,0,8,18,50,189,426,466,574,1815,1954,1381,828,603,103,22,11,21,0,8,10,15,-77.52632,37.661647,0.5356327831
Build,892642,Harrisonburg,Harrisonburg,Virginia,06/01/2005,22801,7499,10000028,SMALL,33743,31502,31502,,,10075,27241,2.7,10075,2372,7703,33743,27241,6502,5310,16338,3.08,10536,10536,10075,461,10075,4912,5163,14530,11821,10666,1155,456,379,0,9,0,,68,22,121,1292,235,583,12380,400,11980,1021,24,997,150,23,127,396,9,387,14530,11821,10666,1155,922,156,63,6,8,2709,10086,1355,996,698,852,645,564,561,472,368,843,893,901,393,240,164,141,34290,10086,1017,9069,10086,4232,5854,5386,356,260,161,357,281,215,322,231,228,605,737,824,331,215,139,124,54187,15197,10551,484,1703,1290,1681,2134,1280,793,330,856,10077,2162,580,5566,1522,17,181,0,42,7,10551,10464,87,10551,10516,35,4944,141,62,52,43,19,28,16,56,56,47,109,249,276,740,893,694,336,531,305,182,70,12,3,24,11,26,-78.88153,38.426786,0.5370545115
